1.01884	0	0.018
1.04156	0.018	0.018625
1.04628	0.018625	0.0197969
1.051	0.0197969	0.0213223
1.05572	0.0213223	0.023282
1.06044	0.023282	0.0256217
1.06516	0.0256217	0.028294
1.06988	0.028294	0.0282573
1.0746	0.0282573	0.0282251
1.07932	0.0282251	0.028322
1.08404	0.028322	0.0290317
1.08876	0.0290317	0.0295278
1.09348	0.0295278	0.0299618
1.0982	0.0299618	0.0309666
1.10292	0.0309666	0.0317207
1.10764	0.0317207	0.0325056
1.11236	0.0325056	0.0338174
1.11708	0.0338174	0.0349653
1.1218	0.0349653	0.0358446
1.12652	0.0358446	0.037239
1.13124	0.037239	0.0384591
1.13596	0.0384591	0.0395268
1.14068	0.0395268	0.0410859
1.1454	0.0410859	0.0424502
1.15012	0.0424502	0.0436439
1.15507	0.0436439	0.0453134
1.15979	0.0453134	0.0467742
1.16451	0.0467742	0.0480525
1.16923	0.0480525	0.0497959
1.17395	0.0497959	0.0511964
1.17867	0.0511964	0.0524219
1.18339	0.0524219	0.0541191
1.18811	0.0541191	0.0557292
1.19283	0.0557292	0.0570131
1.19755	0.0570131	0.0587614
1.20227	0.0587614	0.0602913
1.20699	0.0602913	0.0616299
1.21171	0.0616299	0.0634261
1.21643	0.0634261	0.0649979
1.22115	0.0649979	0.0663731
1.22609	0.0663731	0.0682015
1.23317	0.0682015	0.0700513
1.2493	0.0700513	0.0730449
1.26321	0.0730449	0.0774143
1.26793	0.0774143	0.0812375
1.27265	0.0812375	0.0845828
1.27737	0.0845828	0.088135
1.28209	0.088135	0.0912431
1.28681	0.0912431	0.0939627
1.29153	0.0939627	0.0969674
1.29625	0.0969674	0.0995964
1.30097	0.0995964	0.101772
1.30569	0.101772	0.1043
1.31041	0.1043	0.106513
1.31513	0.106513	0.108574
1.31985	0.108574	0.110252
1.3248	0.110252	0.111721
1.32952	0.111721	0.11313
1.33424	0.11313	0.114364
1.33896	0.114364	0.115319
1.34368	0.115319	0.116154
1.3484	0.116154	0.116885
1.35784	0.116885	0.117774
1.37672	0.117774	0.118927
1.3956	0.118927	0.120561
1.40032	0.120561	0.122116
1.40504	0.122116	0.123477
1.40976	0.123477	0.124542
1.41448	0.124542	0.125474
1.4192	0.125474	0.126415
1.42392	0.126415	0.127113
1.42864	0.127113	0.127724
1.43359	0.127724	0.128384
1.43831	0.128384	0.128961
1.44303	0.128961	0.129465
1.44775	0.129465	0.129782
1.45269	0.129782	0.130185
1.47118	0.130185	0.132286
1.48509	0.132286	0.135251
1.48981	0.135251	0.137719
1.49453	0.137719	0.140004
1.49925	0.140004	0.142004
1.50397	0.142004	0.143628
1.51577	0.143628	0.145425
1.54173	0.145425	0.147872
1.56769	0.147872	0.150888
1.57241	0.150888	0.153527
1.57713	0.153527	0.155836
1.58185	0.155836	0.157856
1.58657	0.157856	0.159624
1.59129	0.159624	0.161171
1.59601	0.161171	0.16265
1.60094	0.16265	0.163819
1.61944	0.163819	0.166591
1.63334	0.166591	0.170142
1.63806	0.170142	0.17325
1.64278	0.17325	0.175968
1.6475	0.175968	0.178347
1.6711	0.178347	0.181054
1.68998	0.181054	0.185672
1.6947	0.185672	0.188588
1.69942	0.188588	0.191265
1.70414	0.191265	0.193607
1.70886	0.193607	0.195531
1.72774	0.195531	0.199089
1.76078	0.199089	0.204828
1.79618	0.204828	0.2111
1.8009	0.2111	0.213837
1.80562	0.213837	0.216233
1.81034	0.216233	0.218329
1.81506	0.218329	0.220287
1.81978	0.220287	0.221877
1.8245	0.221877	0.223267
1.82922	0.223267	0.224484
1.85282	0.224484	0.227923
1.8717	0.227923	0.230933
1.87642	0.230933	0.232441
1.88114	0.232441	0.233761
1.88586	0.233761	0.234916
1.9189	0.234916	0.239426
1.94486	0.239426	0.243623
1.94958	0.243623	0.24567
1.9543	0.24567	0.247461
1.95902	0.247461	0.249029
1.96374	0.249029	0.250275
1.98262	0.250275	0.253241
2.01566	0.253241	0.257586
2.0487	0.257586	0.261387
2.05342	0.261387	0.260839
2.05814	0.260839	0.260484
2.06286	0.260484	0.260049
